VSCVER_ID,TRIP_NO,TRIP_ID,START_PLACE,END_PLACE,START_TIME,END_TIME
161078,251992989,88357541,IrvBwy,IrvHar,946500,982800
161078,251992993,88357549,IrvBwy,IrvHar,975900,1014900
161078,251992995,     121,IrvBwy,IrvCum,948900,989700
161080,251993426,22224557,IrvBwy,IrvCum,1112700,1143300
161080,251993428,22224539,IrvBwy,IrvCum,941400,979200
161080,251993433,22224559,IrvBwy,IrvCum,1136100,1166700
161080,251993435,22224519,IrvBwy,IrvCum,752100,783300
161080,251993436,22224525,IrvBwy,IrvCum,813300,849600
161080,251993438,22224553,IrvBwy,IrvCum,1073700,1108800
161080,251993439,22224526,IrvBwy,IrvCum,822900,859200
161080,251993442,22224574,IrvBwy,IrvCum,655200,680700
161080,251993444,22224512,IrvBwy,IrvCum,639600,664200
161080,251993445,22224518,IrvBwy,IrvCum,741300,772500
161080,251993446,22224511,IrvBwy,IrvCum,623400,647400
161080,251993996,22224543,IrvBwy,IrvCum,978000,1015200
161080,251993997,22224556,IrvBwy,IrvCum,1102500,1133100
161080,251993998,22224535,IrvBwy,IrvCum,906300,944100
161080,251994003,22224513,IrvBwy,IrvCum,670200,696900
161080,251994005,22224508,IrvBwy,FprHar,574200,596100
161080,251994007,22224569,IrvBwy,IrvHar,1269000,1293300
161080,251994009,22224567,IrvBwy,FprHar,1239900,1265700
161080,251994010,22224548,IrvBwy,IrvCum,1025700,1062000
161080,251994012,22224570,IrvBwy,IrvHar,1284000,1308300
161080,251994013,22224510,IrvBwy,IrvCum,607200,630900
161080,251994014,22224527,IrvBwy,IrvCum,832200,868500
161080,251994015,22224537,IrvBwy,IrvCum,924000,961800
161080,251994021,22224563,IrvBwy,FprHar,1185900,1213500
161080,251994022,22224546,IrvBwy,IrvCum,1006500,1043700
161080,251994025,22224555,IrvBwy,IrvCum,1092900,1125000
161080,251994029,22224545,IrvBwy,IrvCum,996900,1034100
161080,251994034,22224509,IrvBwy,IrvCum,591000,614700
161080,251994140,22224536,IrvBwy,IrvCum,915300,953100
161080,251994161,22224514,IrvBwy,IrvCum,685200,714300
161080,251994206,22224507,IrvBwy,IrvCen,1329000,1345800
161080,251994213,22224572,IrvBwy,IrvCen,1314000,1330800
161080,251994231,22224523,IrvBwy,IrvCum,794100,830400
161080,251994238,22224515,IrvBwy,IrvCum,700200,729300
161080,251994257,22224562,IrvBwy,FprHar,1173300,1200900
161080,251994310,22224564,IrvBwy,FprHar,1198800,1224600
161080,251994319,22224565,IrvBwy,FprHar,1212000,1237800
161080,251994323,22224520,IrvBwy,IrvCum,762600,793800
161080,251994329,22224568,IrvBwy,FprHar,1254300,1279200
161080,251994335,22224533,IrvBwy,IrvCum,888000,925800
161080,251994336,22224561,IrvBwy,IrvCum,1160700,1191000
161080,251994340,22224517,IrvBwy,IrvCum,729300,760500
161080,251994342,22224516,IrvBwy,IrvCum,714900,744000
161080,251994911,22224560,IrvBwy,IrvCum,1148400,1179000
161080,251994912,22224566,IrvBwy,FprHar,1225500,1251300
161080,251994913,22224571,IrvBwy,IrvHar,1299000,1321200
161080,251994917,22224549,IrvBwy,IrvCum,1035300,1071000
161080,251994918,22224552,IrvBwy,IrvCum,1064100,1099200
161080,251994919,22224554,IrvBwy,IrvCum,1083300,1118100
161080,251994920,22224558,IrvBwy,IrvCum,1124100,1154700
161080,251994926,22224547,IrvBwy,IrvCum,1016100,1053000
161080,251994927,22224528,IrvBwy,IrvCum,841500,878700
161080,251994928,22224532,IrvBwy,IrvCum,878700,917400
161080,251994929,22224541,IrvBwy,IrvCum,959400,996600
161080,251994930,22224551,IrvBwy,IrvCum,1054500,1089600
161080,251994931,22224534,IrvBwy,IrvCum,897300,935100
161080,251994932,22224521,IrvBwy,IrvCum,773100,805800
161080,251994933,22224540,IrvBwy,IrvCum,950100,987900
161080,251994934,22224544,IrvBwy,IrvCum,987300,1024500
161080,251994935,22224542,IrvBwy,IrvCum,968700,1005900
161080,251994936,22224531,IrvBwy,IrvCum,869400,908100
161080,251994937,22224550,IrvBwy,IrvCum,1044900,1080000
161080,251994938,22224524,IrvBwy,IrvCum,803700,840000
161080,251994939,22224522,IrvBwy,IrvCum,783600,818700
161080,251994940,22224530,IrvBwy,IrvCum,860100,898800
161080,251994941,22224538,IrvBwy,IrvCum,932700,970500
161080,251994942,22224529,IrvBwy,IrvCum,850800,888600
161082,251996093,22224171,IrvBwy,FprHar,667500,690300
161082,251996098,22224179,IrvBwy,FprHar,610500,632100
161082,251996100,22224182,IrvBwy,IrvCum,727800,756300
161082,251996101,22224257,IrvBwy,IrvCum,1057800,1089000
161082,251996103,22224235,IrvBwy,IrvCum,972900,1006800
161082,251996105,22224218,IrvBwy,IrvCum,886500,921000
161082,251996107,22224199,IrvBwy,IrvCum,805800,838200
161082,251996111,22224191,IrvBwy,IrvCum,751200,779700
161082,251996115,22224172,IrvBwy,FprHar,691800,714600
161082,251996116,22224178,IrvBwy,FprHar,626400,648000
161082,251996117,22224300,IrvBwy,IrvCum,1136700,1165800
161082,251996121,22224201,IrvBwy,IrvCum,823800,856200
161082,251996122,22224228,IrvBwy,IrvCum,912000,947700
161082,251996123,22224165,IrvBwy,FprHar,641400,663000
161082,251996125,22224250,IrvBwy,IrvHar,995400,1025400
161082,251996130,22224212,IrvBwy,IrvCum,850800,883200
161082,251996131,22224173,IrvBwy,IrvCum,703800,729600
161082,251996133,22224231,IrvBwy,IrvCum,935400,969600
161082,251996135,22224196,IrvBwy,IrvCum,774600,804600
161082,251996140,22224306,IrvBwy,IrvCum,1100100,1131000
161082,251996141,22224278,IrvBwy,FprHar,1237500,1261800
161082,251996144,22224253,IrvBwy,IrvCum,1018500,1051200
161082,251996145,22224290,IrvBwy,FprHar,1175400,1199700
161082,251996147,22224167,IrvBwy,FprHar,654900,676800
161082,251996148,22224266,IrvBwy,IrvHar,1303200,1324500
161082,251996149,22224233,IrvBwy,IrvCum,957900,992100
161082,251996154,22224183,IrvBwy,IrvCum,715800,744000
161082,251996155,22224197,IrvBwy,IrvCum,785400,815700
161082,251996157,22224255,IrvBwy,IrvCum,1041900,1073100
161082,251996160,22224216,IrvBwy,IrvCum,868800,903300
161082,251996164,22224175,IrvBwy,FprHar,679800,702600
161082,251996165,22224286,IrvBwy,FprHar,1195800,1220100
161082,251996166,22224302,IrvBwy,IrvCum,1118100,1147200
161082,251996167,22224190,IrvBwy,IrvCum,739500,768000
161082,251996169,22224276,IrvBwy,IrvHar,1258500,1280400
161082,251996174,22224200,IrvBwy,IrvCum,814800,847200
161082,251996175,22224227,IrvBwy,IrvCum,903900,939600
161082,251996177,22224259,IrvBwy,IrvCum,1074000,1105200
161082,251996178,22224267,IrvBwy,IrvHar,1291500,1313400
161082,251996181,22224239,IrvBwy,IrvCum,987900,1021500
161082,251996182,22224294,IrvBwy,IrvCum,1155600,1183200
161082,251996184,22224279,IrvBwy,FprHar,1227000,1251300
161082,251996185,22224232,IrvBwy,IrvCum,942900,977100
161082,251996193,22224304,IrvBwy,IrvCum,1109100,1138200
161082,251996194,22224215,IrvBwy,IrvCum,859800,893400
161082,251996195,22224288,IrvBwy,FprHar,1185600,1209900
161082,251996198,22224254,IrvBwy,IrvCum,1026300,1058700
161082,251996199,22224265,IrvBwy,IrvCen,1315200,1330200
161082,251996201,22224277,IrvBwy,FprHar,1248000,1271700
161082,251996207,22224198,IrvBwy,IrvCum,795600,826500
161082,251996209,22224256,IrvBwy,IrvCum,1049700,1080900
161082,251996211,22224271,IrvBwy,FprHar,1269000,1291500
161082,251996212,22224217,IrvBwy,IrvCum,877800,912300
161082,251996214,22224283,IrvBwy,FprHar,1206000,1230300
161082,251996216,22224234,IrvBwy,IrvCum,965400,999300
161082,251996217,22224299,IrvBwy,IrvCum,1127400,1156500
161082,251996219,22224226,IrvBwy,IrvCum,895200,929700
161082,251996220,22224264,IrvBwy,IrvCen,1327800,1342800
161082,251996221,22224258,IrvBwy,IrvCum,1065900,1097100
161082,251996225,22224238,IrvBwy,IrvCum,980400,1014000
161082,251996231,22224298,IrvBwy,IrvCum,1146000,1175100
161082,251996232,22224281,IrvBwy,FprHar,1216500,1240800
161082,251996234,22224269,IrvBwy,IrvHar,1280100,1302000
161082,251996237,22224211,IrvBwy,IrvCum,841800,874200
161082,251996239,22224230,IrvBwy,IrvCum,927600,961800
161082,251996240,22224195,IrvBwy,IrvCum,762900,791400
161082,251996244,22224252,IrvBwy,IrvCum,1010700,1043700
161082,251996248,22224229,IrvBwy,IrvCum,919800,954000
161082,251996249,22224210,IrvBwy,IrvCum,832800,865200
161082,251996251,22224308,IrvBwy,IrvCum,1091100,1122300
161082,251996252,22224292,IrvBwy,IrvHar,1165500,1189200
161082,251996255,22224251,IrvBwy,IrvCum,1002900,1036200
161082,251996260,22224310,IrvBwy,IrvHar,1082400,1110300
161082,251996263,22224334,IrvBwy,IrvHar,1034100,1062600
161082,251996264,22224332,IrvBwy,IrvCum,950400,984600
