SYSRECNO,RTVER_NO,START_PLACE_ID,END_PLACE_ID,PERIOD_START_TIME,PERIOD_END_TIME,ROUTE_ID,RVARIANT_ID,RUN_TIME,SYSTXID
26826007,3482,IrvCum,IrvHar,1170000,1403990,  80,EB,3600,10036519
26826008,3482,IrvHar,IrvCen,540000,664190,  80,EB,5400,10036519
26826009,3482,IrvHar,IrvCen,664200,725390,  80,EB,5100,10036519
26826010,3482,IrvHar,IrvCen,747000,747590,  80,EB,6000,10036519
26826071,3482,IrvBwy,IrvAsh,999000,999590,  80,WB,3900,10036519
26826072,3482,IrvBwy,IrvAsh,864000,899990,  80,WB,3600,10036519
26826073,3482,IrvBwy,IrvAsh,900000,956390,  80,WB,3900,10036519
26826074,3482,IrvBwy,IrvAsh,981000,981590,  80,WB,3900,10036519
26826075,3482,IrvBwy,IrvAsh,1017000,1017590,  80,WB,3900,10036519
26810166,3482,IrvCic,IrvCen,1314000,1403990,  80,WB,1800,10036519
26816098,3482,IrvKim,IrvWes,540000,664190,  80,EB,4200,10036519
26816099,3482,IrvKim,IrvWes,747000,747590,  80,EB,3600,10036519
26816100,3482,IrvKim,IrvWes,774000,830390,  80,EB,4200,10036519
26826168,3482,IrvBlu,IrvCic,999000,999590,  80,WB,3000,10036519
26826171,3482,IrvBlu,IrvCic,981000,981590,  80,WB,3000,10036519
26826172,3482,IrvBlu,IrvCic,1017000,1017590,  80,WB,2700,10036519
26826173,3482,IrvBlu,IrvCic,1044000,1085390,  80,WB,3000,10036519
26816223,3482,IrvAsh,SheLs,918000,1026590,  80,EB,5400,10036519
26816225,3482,IrvAsh,SheLs,1044000,1081790,  80,EB,5400,10036519
26818194,3482,IrvBwy,IrvAsh,1260000,1292390,  80,WB,2400,10036519
26818195,3482,IrvBwy,IrvAsh,1314000,1403990,  80,WB,2700,10036519
26818196,3482,IrvCen,IrvHar,540000,644990,  80,WB,4800,10036519
26818197,3482,IrvCen,IrvHar,666000,697790,  80,WB,4500,10036519
26820286,3482,IrvBlu,IrvCic,720000,764390,  80,WB,3000,10036519
26820287,3482,IrvBlu,IrvCic,1314000,1403990,  80,WB,2100,10036519
26820288,3482,IrvBlu,IrvCic,540000,644990,  80,WB,2100,10036519
26820289,3482,IrvBlu,IrvCic,666000,697790,  80,WB,2400,10036519
26822451,3482,IrvBlu,IrvCic,783000,783590,  80,WB,3300,10036519
26822452,3482,IrvBlu,IrvCic,810000,850190,  80,WB,3000,10036519
26822453,3482,IrvBlu,IrvCic,864000,956390,  80,WB,3000,10036519
26824370,3482,IrvAsh,IrvWes,1017000,1017590,  80,WB,3900,10036519
26824371,3482,IrvAsh,IrvWes,918000,956390,  80,WB,3600,10036519
26824372,3482,IrvAsh,IrvWes,981000,981590,  80,WB,3900,10036519
26824373,3482,IrvAsh,IrvWes,999000,999590,  80,WB,3900,10036519
26824374,3482,IrvAsh,IrvWes,1044000,1085390,  80,WB,3900,10036519
26824375,3482,IrvAsh,IrvWes,1116000,1151990,  80,WB,3600,10036519
26822480,3482,IrvCen,IrvHar,900000,917990,  80,WB,8700,10036519
26822481,3482,IrvCen,IrvHar,783000,783590,  80,WB,6000,10036519
26822482,3482,IrvCen,IrvHar,810000,850190,  80,WB,6600,10036519
26822483,3482,IrvCen,IrvHar,864000,899990,  80,WB,7500,10036519
26822484,3482,IrvCen,IrvHar,918000,956390,  80,WB,7800,10036519
26822485,3482,IrvCen,IrvHar,981000,981590,  80,WB,7200,10036519
26822486,3482,IrvCen,IrvHar,999000,999590,  80,WB,6900,10036519
26822487,3482,IrvCen,IrvHar,1017000,1017590,  80,WB,6600,10036519
26822488,3482,IrvCen,IrvHar,1044000,1085390,  80,WB,5700,10036519
26822489,3482,IrvCen,IrvHar,1116000,1236590,  80,WB,5400,10036519
26822490,3482,IrvCen,IrvHar,1260000,1292390,  80,WB,4800,10036519
26822491,3482,IrvCen,IrvHar,1314000,1403990,  80,WB,3900,10036519
26822492,3482,IrvCic,IrvCen,540000,644990,  80,WB,2700,10036519
26822493,3482,IrvCic,IrvCen,666000,697790,  80,WB,2700,10036519
26822494,3482,IrvCic,IrvCen,720000,764390,  80,WB,3300,10036519
26822495,3482,IrvCic,IrvCen,783000,783590,  80,WB,3000,10036519
26822496,3482,IrvCic,IrvCen,810000,850190,  80,WB,3300,10036519
26822503,3482,IrvKim,IrvWes,864000,953990,  80,EB,4500,10036519
26822504,3482,IrvKim,IrvWes,954000,1026590,  80,EB,4200,10036519
26822505,3482,IrvKim,IrvWes,1044000,1081790,  80,EB,4200,10036519
26822506,3482,IrvKim,IrvWes,1098000,1133990,  80,EB,4200,10036519
26822507,3482,IrvKim,IrvWes,1134000,1155590,  80,EB,3900,10036519
26822508,3482,IrvKim,IrvWes,1170000,1403990,  80,EB,3900,10036519
26822509,3482,IrvWes,IrvAsh,540000,664190,  80,EB,2700,10036519
26822510,3482,IrvWes,IrvAsh,664200,725390,  80,EB,3000,10036519
26822511,3482,IrvWes,IrvAsh,747000,747590,  80,EB,3300,10036519
26822512,3482,IrvWes,IrvAsh,774000,830390,  80,EB,3300,10036519
26822513,3482,IrvWes,IrvAsh,864000,881990,  80,EB,4200,10036519
26822514,3482,IrvWes,IrvAsh,882000,917990,  80,EB,3900,10036519
26822515,3482,IrvWes,IrvAsh,918000,953990,  80,EB,3600,10036519
26822516,3482,IrvWes,IrvAsh,954000,1026590,  80,EB,3300,10036519
26822517,3482,IrvWes,IrvAsh,1044000,1081790,  80,EB,3300,10036519
26822518,3482,IrvWes,IrvAsh,1098000,1155590,  80,EB,3000,10036519
26822519,3482,IrvWes,IrvAsh,1170000,1403990,  80,EB,3000,10036519
26822520,3482,SheLs,IrvBwy,540000,664190,  80,EB,1500,10036519
26822521,3482,SheLs,IrvBwy,664200,725390,  80,EB,1200,10036519
26822522,3482,SheLs,IrvBwy,747000,747590,  80,EB,1200,10036519
26822523,3482,SheLs,IrvBwy,774000,830390,  80,EB,1500,10036519
26822524,3482,SheLs,IrvBwy,864000,881990,  80,EB,1800,10036519
26822525,3482,SheLs,IrvBwy,882000,1026590,  80,EB,1500,10036519
26822526,3482,SheLs,IrvBwy,1044000,1081790,  80,EB,1500,10036519
26822527,3482,SheLs,IrvBwy,1098000,1155590,  80,EB,1500,10036519
26822528,3482,SheLs,IrvBwy,1170000,1403990,  80,EB,1500,10036519
26812439,3482,IrvBwy,IrvAsh,1044000,1085390,  80,WB,3600,10036519
26812440,3482,IrvBwy,IrvAsh,1116000,1236590,  80,WB,3300,10036519
26824730,3482,IrvCic,IrvCen,999000,999590,  80,WB,3300,10036519
26824731,3482,IrvCic,IrvCen,864000,899990,  80,WB,3900,10036519
26824732,3482,IrvCic,IrvCen,900000,956390,  80,WB,3300,10036519
26824733,3482,IrvCic,IrvCen,981000,981590,  80,WB,3600,10036519
26824734,3482,IrvCic,IrvCen,1017000,1017590,  80,WB,3600,10036519
26824735,3482,IrvCic,IrvCen,1044000,1085390,  80,WB,3300,10036519
26824736,3482,IrvCic,IrvCen,1116000,1236590,  80,WB,2700,10036519
26824737,3482,IrvCic,IrvCen,1260000,1292390,  80,WB,2700,10036519
26814735,3482,IrvCen,IrvCic,1044000,1081790,  80,EB,3600,10036519
26814736,3482,IrvCen,IrvCic,1098000,1133990,  80,EB,3300,10036519
26814737,3482,IrvCen,IrvCic,1134000,1155590,  80,EB,3000,10036519
26820835,3482,IrvCen,IrvCic,1170000,1403990,  80,EB,3000,10036519
26820836,3482,IrvCic,IrvBlu,540000,664190,  80,EB,2700,10036519
26820870,3482,IrvHar,IrvCum,1116000,1236590,  80,WB,3900,10036519
26820871,3482,IrvHar,IrvCum,1260000,1292390,  80,WB,3900,10036519
26820872,3482,IrvHar,IrvCum,1314000,1403990,  80,WB,3900,10036519
26820873,3482,IrvKim,IrvBlu,540000,644990,  80,WB,3000,10036519
26820874,3482,IrvKim,IrvBlu,666000,697790,  80,WB,3300,10036519
26820875,3482,IrvKim,IrvBlu,720000,764390,  80,WB,3300,10036519
26820876,3482,IrvKim,IrvBlu,783000,783590,  80,WB,3600,10036519
26820877,3482,IrvKim,IrvBlu,810000,850190,  80,WB,4500,10036519
26820878,3482,IrvKim,IrvBlu,864000,899990,  80,WB,5100,10036519
26820879,3482,IrvKim,IrvBlu,900000,917990,  80,WB,5400,10036519
26820880,3482,IrvKim,IrvBlu,918000,956390,  80,WB,4800,10036519
26820881,3482,IrvKim,IrvBlu,981000,981590,  80,WB,4500,10036519
26820882,3482,IrvKim,IrvBlu,999000,999590,  80,WB,4800,10036519
26811060,3482,IrvAsh,SheLs,540000,725390,  80,EB,4500,10036519
26811061,3482,IrvAsh,SheLs,747000,747590,  80,EB,4800,10036519
26827119,3482,IrvWes,IrvKim,900000,956390,  80,WB,4500,10036519
26827120,3482,IrvWes,IrvKim,783000,783590,  80,WB,3600,10036519
26827121,3482,IrvWes,IrvKim,810000,850190,  80,WB,3900,10036519
26827122,3482,IrvWes,IrvKim,864000,899990,  80,WB,4200,10036519
26827123,3482,IrvWes,IrvKim,981000,981590,  80,WB,4500,10036519
26827124,3482,IrvWes,IrvKim,999000,999590,  80,WB,4200,10036519
26827125,3482,IrvWes,IrvKim,1017000,1017590,  80,WB,4500,10036519
26827126,3482,IrvWes,IrvKim,1044000,1085390,  80,WB,4200,10036519
26827127,3482,IrvWes,IrvKim,1116000,1236590,  80,WB,3600,10036519
26827128,3482,IrvWes,IrvKim,1260000,1292390,  80,WB,3600,10036519
26827129,3482,IrvWes,IrvKim,1314000,1403990,  80,WB,3300,10036519
26815051,3482,IrvAsh,SheLs,1098000,1155590,  80,EB,4800,10036519
26815052,3482,IrvAsh,SheLs,1170000,1403990,  80,EB,4500,10036519
26815053,3482,IrvBlu,IrvKim,540000,725390,  80,EB,3000,10036519
26815054,3482,IrvBlu,IrvKim,747000,747590,  80,EB,3600,10036519
26815055,3482,IrvBlu,IrvKim,774000,830390,  80,EB,3900,10036519
26815056,3482,IrvBlu,IrvKim,864000,917990,  80,EB,4500,10036519
26815057,3482,IrvBlu,IrvKim,918000,953990,  80,EB,4200,10036519
26815058,3482,IrvBlu,IrvKim,954000,1026590,  80,EB,3900,10036519
26815059,3482,IrvBlu,IrvKim,1044000,1081790,  80,EB,3900,10036519
26815060,3482,IrvCen,IrvCic,664200,725390,  80,EB,3300,10036519
26815061,3482,IrvBlu,IrvKim,1098000,1155590,  80,EB,3300,10036519
26815062,3482,IrvBlu,IrvKim,1170000,1403990,  80,EB,3300,10036519
26815063,3482,IrvCen,IrvCic,540000,664190,  80,EB,2700,10036519
26815064,3482,IrvCen,IrvCic,747000,747590,  80,EB,3300,10036519
26815065,3482,IrvCen,IrvCic,774000,830390,  80,EB,3900,10036519
26815066,3482,IrvCen,IrvCic,864000,953990,  80,EB,3900,10036519
26815067,3482,IrvCen,IrvCic,954000,1026590,  80,EB,3600,10036519
26815081,3482,IrvKim,IrvWes,664200,725390,  80,EB,3900,10036519
26815082,3482,IrvHar,IrvCen,1134000,1155590,  80,EB,7200,10036519
26815083,3482,IrvHar,IrvCen,1170000,1403990,  80,EB,5100,10036519
26827203,3482,IrvHar,IrvCum,540000,644990,  80,WB,2700,10036519
26827206,3482,IrvHar,IrvCum,810000,850190,  80,WB,3600,10036519
26827207,3482,IrvHar,IrvCum,666000,697790,  80,WB,2700,10036519
26827208,3482,IrvHar,IrvCum,720000,764390,  80,WB,3000,10036519
26813098,3482,IrvHar,IrvCen,774000,830390,  80,EB,6000,10036519
26813099,3482,IrvHar,IrvCen,864000,881990,  80,EB,7500,10036519
26813100,3482,IrvHar,IrvCen,882000,917990,  80,EB,6900,10036519
26813101,3482,IrvHar,IrvCen,918000,953990,  80,EB,6600,10036519
26813102,3482,IrvHar,IrvCen,954000,1026590,  80,EB,7200,10036519
26813103,3482,IrvHar,IrvCen,1044000,1081790,  80,EB,6000,10036519
26813104,3482,IrvHar,IrvCen,1098000,1133990,  80,EB,6900,10036519
26815209,3482,IrvAsh,SheLs,774000,830390,  80,EB,5100,10036519
26815210,3482,IrvAsh,SheLs,864000,917990,  80,EB,5700,10036519
26817259,3482,IrvAsh,IrvWes,540000,644990,  80,WB,2400,10036519
26817260,3482,IrvAsh,IrvWes,666000,697790,  80,WB,3000,10036519
26817261,3482,IrvAsh,IrvWes,720000,764390,  80,WB,3300,10036519
26817262,3482,IrvAsh,IrvWes,783000,783590,  80,WB,3900,10036519
26817263,3482,IrvAsh,IrvWes,810000,850190,  80,WB,3900,10036519
26817264,3482,IrvAsh,IrvWes,864000,917990,  80,WB,3900,10036519
26819333,3482,IrvBlu,IrvCic,1152000,1236590,  80,WB,2400,10036519
26819334,3482,IrvBlu,IrvCic,1260000,1292390,  80,WB,2400,10036519
26825493,3482,IrvHar,IrvCum,783000,783590,  80,WB,3300,10036519
26817460,3482,IrvBwy,IrvAsh,540000,644990,  80,WB,2700,10036519
26817461,3482,IrvBwy,IrvAsh,666000,697790,  80,WB,3000,10036519
26817462,3482,IrvBwy,IrvAsh,720000,764390,  80,WB,3300,10036519
26817463,3482,IrvBwy,IrvAsh,783000,783590,  80,WB,3600,10036519
26817464,3482,IrvBwy,IrvAsh,810000,850190,  80,WB,3600,10036519
26821651,3482,IrvHar,IrvCum,981000,981590,  80,WB,3000,10036519
26821652,3482,IrvHar,IrvCum,864000,899990,  80,WB,3300,10036519
26821653,3482,IrvHar,IrvCum,900000,917990,  80,WB,3000,10036519
26821654,3482,IrvHar,IrvCum,918000,956390,  80,WB,3300,10036519
26821655,3482,IrvHar,IrvCum,999000,999590,  80,WB,3300,10036519
26821656,3482,IrvHar,IrvCum,1017000,1017590,  80,WB,2700,10036519
26821657,3482,IrvHar,IrvCum,1044000,1085390,  80,WB,3300,10036519
26823714,3482,IrvKim,IrvBlu,1017000,1017590,  80,WB,4800,10036519
26823715,3482,IrvKim,IrvBlu,1044000,1085390,  80,WB,4200,10036519
26809760,3482,IrvCen,IrvHar,720000,764390,  80,WB,5700,10036519
26815656,3482,IrvAsh,IrvWes,1152000,1236590,  80,WB,3000,10036519
26815657,3482,IrvAsh,IrvWes,1260000,1292390,  80,WB,3000,10036519
26815658,3482,IrvAsh,IrvWes,1314000,1403990,  80,WB,2700,10036519
26815659,3482,IrvBlu,IrvCic,1116000,1151990,  80,WB,2700,10036519
